약국명,주소,전화번호
샘약국,"서울특별시 서초구 사임당로 38, 큐브플러스 2층 202-2호 (서초동)",02-523-9285
샘약국,"서울특별시 영등포구 디지털로 413, 메리클빌딩 (대림동)",050-71406-2250
샘약국,서울특별시 양천구 화곡로 51  (신월동),02-2605-1393
샘약국,"서울특별시 노원구 한글비석로 270, 스카이타워 1층 103호 (중계동)",02-933-5826
샘약국,서울특별시 강남구 테헤란로 322 강남구 테헤란로 322 (역삼동),025583347
샘터약국,서울특별시 서초구 서초중앙로 230  (반포동),02-591-1112
샘터약국,서울특별시 강남구 일원로 120,02-2226-0920
샛별약국,"서울특별시 서초구 서초중앙로24길 27, 226호 (서초동, G5센트럴프라자)",02-537-9964
샛별약국,"서울특별시 강서구 강서로 154, 힐탑빌딩 101호 (화곡동)",02-2607-6259
샛별약국,"서울특별시 강남구 남부순환로359길 4, 1층 (도곡동)",02-576-1149
생각하는약국,"서울특별시 서초구 청계산로9길 70, 105호 (내곡동)",02-577-6234
생명샘약국,"서울특별시 강남구 학동로 433, 1층 (청담동)",02-3444-6609
생생약국,"서울특별시 강남구 역삼로17길 64, 1층 (역삼동)",02-2051-3300
생생약국,"서울특별시 강동구 양재대로 1458, 1층 나호 (길동)",02-477-4832
생생온누리약국,"서울특별시 강남구 논현로 842, 압구정빌딩 1층 (신사동)",070-8888-3380
생수당약국,"서울특별시 강북구 오패산로52길 51, 지층 1호 (미아동, 화랑빌라)",02-988-4986
생천온누리약국,서울특별시 구로구 경인로59길 8 (신도림동),02-2676-9991
샤인약국,"서울특별시 송파구 송파대로 345, 1A동 4024호 (가락동, 헬리오시티)",02-6104-4759
샤인약국,"서울특별시 서초구 방배로 118, 1층 (방배동)",02-588-5061
샤인약국,"서울특별시 강남구 압구정로50길 11, 1층 105호 (신사동)",02-6958-5937
샬롬약국,"서울특별시 중구 을지로 55, 하나은행별관빌딩 4층 (을지로2가)",02-318-0663
샬롬온누리약국,"서울특별시 동작구 성대로2길 12, 104호 (상도동)",02-817-6880
서강약국,서울특별시 양천구 목동중앙본로 126,02-2647-1653
서강약국,서울특별시 관악구 문성로 219 (신림동),02-856-3231
서경약국,"서울특별시 노원구 한글비석로48길 6 한신2차아파트상가 202호 (상계동, 한신2차아파트)",02-933-0747
서경약국,"서울특별시 서초구 방배로 95, 1층 (방배동)",070-8809-9222
서광약국,"서울특별시 서초구 남부순환로315길 104, (서초동)",02-585-6835
서교약국,"서울특별시 마포구 월드컵로 72, 지1층 (서교동)",02-332-7331
서교연세약국,"서울특별시 마포구 양화로 166, 미래프라자 지하1층 (동교동)",02-336-8126
서남고은약국,"서울특별시 양천구 신정이펜2로 14, 서남 프라자2 106, 107호 (신정동)",02-2620-2775
서대문약국,"서울특별시 서대문구 통일로 177, 1층 (옥천동)",02-392-4932
서래비비약국,"서울특별시 서초구 방배로 232, 1층 (방배동)",02-548-3433
서리풀약국,"서울특별시 서초구 효령로 332, 1층 (서초동)",02-3473-4222
서린약국,서울특별시 서대문구 증가로 123,02-303-4073
서문사랑약국,"서울특별시 광진구 용마산로23길 28, 내담터 1층 (중곡동)",02-6489-1711
서부새생명약국,서울특별시 은평구 역말로 72 (역촌동),02-385-3685
서부약국,"서울특별시 노원구 동일로 1551, 삼전빌딩 1층 101,102,107,108호 (상계동)",02-935-3424
서생당약국,서울특별시 동대문구 서울시립대로 42 (전농동),02-2212-2785
서안약국,"서울특별시 용산구 효창원로 142, (효창동)",02-713-3757
서연약국,"서울특별시 강서구 양천로57길 10-20 (가양동, 이스타빌 1차)",02-3663-6596
서울S약국,"서울특별시 송파구 오금로 197, 대연빌딩 1층 (방이동)",02-413-1001
서울그랜드약국,"서울특별시 송파구 백제고분로 212, 아미빌딩 (삼전동)",02-419-0204
서울대림약국,서울특별시 영등포구 시흥대로 663 (대림동),02-6953-7115
서울대약국,"서울특별시 관악구 관악로 1, 2층 (신림동)",02-876-5619
서울대학약국,"서울특별시 영등포구 버드나루로7길 3, 경동미르웰 여의도 1층 105호 (영등포동2가)",02-2069-1755
서울동산약국,"서울특별시 중랑구 신내로16길 17, 1층 (신내동)",02-3423-0808
서울드림약국,"서울특별시 강북구 한천로 1118, JK빌딩 1층 104호 (수유동)",02-992-8789
서울마이팜약국,"서울특별시 강동구 상일로6길 26, 삼성엔지니어링 지하1층 (상일동)",02-427-2341
서울메디약국,서울특별시 강남구 역삼로 406  (대치동),02-501-5063
서울메디약국,서울특별시 강서구 공항대로 272  (내발산동),02-2666-2101
서울메디칼약국,"서울특별시 중랑구 신내로16길 17, 103호 (신내동)",02-3422-5000
서울밝은약국,"서울특별시 송파구 송파대로 111, 201동 115호 (문정동, 파크하비오)",02-408-1223
서울사랑약국,"서울특별시 관악구 남부순환로 2054, 1층 (남현동)",02-598-5479
서울새싹약국,서울특별시 강남구 역삼로 433 (대치동),02-000-0000
서울샤인약국,"서울특별시 관악구 남부순환로 1451, 1층 (신림동)",02-853-3352
서울성모약국,"서울특별시 영등포구 도림로 157, 대림빌딩 1층 102호 (대림동)",02-832-8575
서울센타약국,"서울특별시 구로구 가마산로 206, 1층 (구로동)",02-837-2633
서울센터약국,"서울특별시 관악구 관악로 165, 홍빌딩 2층 (봉천동)",02-888-8830
서울솔약국,서울특별시 서대문구 통일로 452,02-998-9310
서울수약국,"서울특별시 중구 만리재로 177, 한라비발디 센트랄상가 9호 (만리동2가)",02-363-3383
서울숲약국,"서울특별시 성동구 독서당로 336, 리버마이다스빌 2층 207호 (금호동4가)",02-2297-6767
서울숲팜프라자약국,"서울특별시 성동구 왕십리로 50, 지하 1층 (성수동1가)",070-7543-8091
서울시니어스약국,"서울특별시 중구 다산로 72, 송도병원 서울시니어스타워 1층 (신당동)",02-2237-5123
서울아이약국,"서울특별시 동대문구 답십리로69길 55, 웰빙프라자 102호 (장안동)",02-2212-0313
서울약국,"서울특별시 송파구 송이로31길 4, 1층(문정동)",02-448-6201
서울약국,"서울특별시 성북구 동소문로 181, 1층 (돈암동, 성북성심빌딩)",02-924-5191
서울약국,서울특별시 관악구 난곡로 194 (신림동),02-837-1401
서울약국,"서울특별시 용산구 한강대로 312, 2층 2호 (갈월동)",02-774-9207
서울약국,"서울특별시 서대문구 통일로 464, 3층 (홍제동)",02-379-7147
서울약국,"서울특별시 마포구 마포대로 156, 공덕푸르지오시티 121호 (공덕동)",02-3275-3300
서울약국,서울특별시 강남구 밤고개로34길 4,02-2226-4343
서울약국,"서울특별시 구로구 구로동로 130, 1층 (구로동)",02-6080-9485
서울열린약국,"서울특별시 강서구 가로공원로76가길 2, 1층 (화곡동)",02-2604-5558
서울예일약국,"서울특별시 송파구 동남로 317, 1층 (오금동, 한두리타워)",02-492-0585
서울온누리약국,"서울특별시 종로구 대학로5길 54, 1층 (연건동, 우욱하우스)",02-745-8272
서울온누리약국,서울특별시 광진구 구의강변로 99  (구의동),02-455-5191
서울온누리약국,"서울특별시 관악구 난곡로 214, 1층 (신림동, 금정빌딩)",02-839-0208
서울온누리약국,"서울특별시 강동구 천중로43길 34, 신운빌딩 101호 (천호동)",02-478-8070
서울온누리약국,"서울특별시 강남구 역삼로77길 23 (대치동, 성도빌딩)",02-3453-9557
서울온누리약국,"서울특별시 은평구 은평로 240, B2층 205,206호 (응암동)",02-356-0709
서울왕약국,서울특별시 중구 남대문로 24-1(남창동),02-3789-7048
서울위드팜약국,"서울특별시 종로구 대학로 119, 1, 2층 (명륜4가)",02-747-0500
서울이약국,"서울특별시 종로구 대학로5길 51, 101호 (연건동)",02-742-5888
서울제일약국,"서울특별시 광진구 긴고랑로 47, 1층 (중곡동)",02-2205-2960
서울종로약국,서울특별시 종로구 대학로 117 (명륜4가),02-3676-4000
서울진약국,서울특별시 강북구 삼양로 319 1층,02-987-2544
서울프라자약국,"서울특별시 강서구 양천로 683, 1층 101호 (염창동)",02-3665-3878
서울하이약국,"서울특별시 중구 세종대로 11-1, 1층 (남대문로5가)",070-4133-8275
서울혜화약국,"서울특별시 종로구 대학로 123, 1층 (명륜4가)",02-741-1230
서은약국,"서울특별시 강남구 논현로149길 50, 1층 일부호 (논현동)",02-545-7789
서이약국,서울특별시 강남구 언주로30길 39 (도곡동),02-2057-4555
서진약국,서울특별시 영등포구 도신로4길 10,02-849-6121
서초21세기약국,"서울특별시 서초구 신반포로23길 30, 1층(잠원동,반원상가)",02-534-1127
서초구름약국,"서울특별시 서초구 효령로 403, 4층 418호 (서초동)",02-6241-2298
서초내곡약국,서울특별시 서초구 청계산로 189  (신원동),02-529-6209
서초늘봄약국,서울특별시 서초구 서초대로38길 12 ,02-581-7764
서초당약국,"서울특별시 서초구 서초중앙로 107 (서초동, 삼화빌딩)",02-521-9443
서초로하스약국,"서울특별시 서초구 서초중앙로 39, 21세기 병원 1층 (서초동)",02-3471-2662
서초무지개약국,"서울특별시 서초구 효령로 403, 4층 410호 (서초동)",050-4262-6507
서초미소약국,"서울특별시 서초구 서초중앙로 230, 408호 (반포동)",02-532-3252
서초민트약국,"서울특별시 서초구 사임당로 158, 리더스원 상가 303호 (서초동)",02-6369-0303
서초백화점약국,"서울특별시 서초구 효령로 279, 1층 (서초동, 상경빌딩)",02-3474-7575
서초별빛약국,"서울특별시 서초구 사임당로 158, 리더스원 상가 2층 225-1호 (서초동)",050-714-7355
서초사랑약국,"서울특별시 서초구 사임당로 158, 리더스원 상가 3층 308호 (서초동)",02-581-6997
서초삼성약국,"서울특별시 서초구 서초대로74길 23, (서초동)",02-3474-0617
서초스마트약국,"서울특별시 서초구 언남길 87, 두상빌딩 1층 (양재동)",02-575-5008
서초아트약국,"서울특별시 서초구 반포대로 58, 201동 12호 (서초동, 서초아트자이상가)",02-588-5951
서초온누리약국,서울특별시 서초구 서초대로 310 ,02-584-6075
서초우리약국,"서울특별시 서초구 반포대로27길 13, 2층 206호 (서초동, 서초꽃마을 주얼리)",02-525-2588
서초자이약국,"서울특별시 서초구 효령로 403, 204호 (서초동)",02-6447-9879
서초제일약국,"서울특별시 서초구 방배로 111, 1층 (방배동, 근복빌딩)",02-583-7170
서초프라자약국,"서울특별시 서초구 방배로 88, 1층 (방배동)",02-583-4949
서초힐약국,"서울특별시 서초구 남부순환로347길 101, 1층 (서초동, 조이빌딩)",02-587-5822
서현약국,"서울특별시 용산구 이촌로 200, (이촌동)",02-792-2622
서현약국,"서울특별시 성북구 정릉로 308, 1층 (정릉동)",02-3292-0999
서현온누리약국,서울특별시 중구 퇴계로 61 (남창동),02-776-5830
석계이화약국,"서울특별시 노원구 화랑로 337, 106호, 107호 (월계동, 인현빌딩)",02-941-3838
석계태평양약국,서울특별시 노원구 화랑로 321,02-915-1190
석관약국,"서울특별시 성북구 돌곶이로 57, 1층 (석관동)",02-967-0777
석사민주약국,"서울특별시 노원구 한글비석로 253, 2층 205호 (중계동)",02-934-1267
석산약국,서울특별시 성북구 오패산로1길 1 (하월곡동),02-912-2020
석원약국,서울특별시 강동구 강동대로53길 94 (성내동),02-484-6658
석촌드림약국,"서울특별시 송파구 삼학사로 100, 그랜드 빌딩 101호 (석촌동)",02-416-0284
석촌미소약국,"서울특별시 송파구 송파대로45길 3, 1층 (석촌동)",02-423-9730
석촌사랑약국,"서울특별시 송파구 송파대로 437, 1층 (석촌동)",02-418-9513
석촌솔약국,"서울특별시 송파구 송파대로45길 4, 1층 101호 (석촌동, 호반빌라)",02-415-8667
석촌온누리약국,"서울특별시 송파구 송파대로 438, 103호 (송파동)",02-421-9789
석촌한우리약국,"서울특별시 송파구 송파대로 441, 청호빌딩 1층 (석촌동)",070-7543-5765
석탑이레약국,"서울특별시 강남구 개포로 615, 401호 (개포동, 석탑프라자)",02-3411-3968
선경약국,"서울특별시 영등포구 국제금융로2길 24, 삼성생명(주)여의도빌딩 1층 4호 (여의도동)",02-786-1192
선릉수약국,"서울특별시 강남구 테헤란로 401, 남경센타 지하1층 5호 (삼성동)",02-569-0314
선릉역약국,"서울특별시 강남구 테헤란로 지하 340, 선릉역 지하1층 220-103호 (삼성동)",02-556-3339
선릉코코약국,"서울특별시 강남구 테헤란로 333, 지하1층 (역삼동)",02-563-1222
선릉타워약국,"서울특별시 강남구 테헤란로 326, 역삼 아이타워 지하1층 (역삼동)",02-508-5118
선사약국,서울특별시 강동구 올림픽로 800 (암사동),02-442-8418
선약국,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 108,109호 (고덕동)",02-3426-0457
선약국,"서울특별시 송파구 마천로41길 5, 자매빌딩 1층 102호 (마천동)",02-400-1993
선약국,서울특별시 광진구 용마산로 8,02-456-3433
선약국,"서울특별시 강서구 강서로 194-9, 1층 (화곡동)",02-2605-0556
선약국,서울특별시 성북구 돌곶이로41길 10 (장위동),02-942-4553
선영약국,"서울특별시 성동구 마장로 187, 1층 (홍익동)",02-2294-3734
선영약국,서울특별시 강북구 노해로23길 73 (수유동),02-998-3882
선우약국,서울특별시 은평구 은평로 52  (신사동),02-302-5583
선유도온누리약국,"서울특별시 영등포구 양평로 129 (양평동5가,1층)",02-3667-3517
선정릉약국,"서울특별시 강남구 봉은사로 327, 궁도빌딩 1층 (논현동)",02-541-8378
선진약국,"서울특별시 마포구 독막로20길 53, 1층 (창전동)",02-334-5437
선한약국,"서울특별시 성북구 길음로 20, 길음뉴타운,래미안길음3차아파트 상가 514호, 515호 (길음동)",02-913-9270
선화약국,서울특별시 성북구 돌곶이로 67 (석관동),02-960-1614
선화약국,"서울특별시 중랑구 망우로 441, (망우동)",02-434-8784
선화온누리약국,서울특별시 영등포구 도신로58길 17  (신길동),02-833-7998
설아약국,"서울특별시 강서구 마곡중앙6로 65, 지투프라자 1층 101호 (마곡동)",070-4833-3204
설약국,"서울특별시 관악구 남부순환로 1805, 1층 (봉천동)",02-883-7701
설약국,"서울특별시 관악구 남부순환로 1805, 1층 (봉천동)",02-883-7701
설약국,서울특별시 성동구 마조로1길 39(행당동),02-2294-8274
설약국,"서울특별시 동작구 노량진로 124, 1층 (노량진동)",02-825-8272
설파약국,서울특별시 동대문구 전농로 134 (전농동),02-2245-4501
성가온누리약국,서울특별시 도봉구 도당로 133 (방학동),02-6080-6424
성경온누리약국,서울특별시 중랑구 망우로 478 (망우동),02-432-6443
성균관약국,"서울특별시 강남구 일원로 49, 1층 (일원동)",02-451-4578
성당약국,"서울특별시 종로구 수표로 115, 1층 (낙원동)",02-765-4342
성대약국,서울특별시 동작구 성대로 11 (상도동),02-821-1519
성대천사약국,"서울특별시 동작구 상도로 92, 성대메디컬 1층 (상도동)",02-3280-8572
성덕약국,"서울특별시 강동구 구천면로 372, (천호동)",02-487-5503
성도약국,서울특별시 용산구 회나무로 25 (이태원동),02-793-9991
성동약국,서울특별시 광진구 자양번영로 11 ,02-452-1809
성동온누리약국,"서울특별시 성동구 난계로 36, 1층 (금호동1가, 제일의원)",02-2295-8810
성락약국,서울특별시 관악구 쑥고개로 86 (봉천동),02-889-8275
성모메디컬약국,"서울특별시 영등포구 영중로 45, 지하1층 101호 (영등포동6가)",02-2678-1670
성모약국,"서울특별시 동대문구 왕산로 193, 1층 102호 (청량리동)",02-960-7784
성모약국,서울특별시 강서구 화곡로 313,02-2601-5300
성모약국,"서울특별시 동작구 상도로 247, 1층 (상도동)",02-815-8342
성모약국,"서울특별시 강남구 개포로 516, 101호 (개포동)",02-3412-1336
성모약국,서울특별시 마포구 백범로 127,02-713-7854
성모약국,"서울특별시 성동구 뚝섬로 388 (성수동2가, 성수메디칼)",02-6014-9641
성모엔젤약국,"서울특별시 영등포구 63로 36, 103, 104호 (여의도동, 리버타워)",050-71494-1523
성모자이약국,"서울특별시 은평구 통일로 1034, 1층 129호 (진관동, 은평 스카이뷰 자이)",02-357-1700
성문약국,서울특별시 금천구 한내로 69-15,02-893-9098
성보약국,서울특별시 관악구 남부순환로208길 10 (봉천동),02-885-4250
성부당한약국,서울특별시 동대문구 왕산로 163-1 (제기동),02-966-8339
성북365약국,"서울특별시 성북구 동소문로46길 19, 1층 (하월곡동)",02-943-4113
성북녹십자약국,서울특별시 성북구 동소문로 32 (동소문동3가),02-926-4166
성북성모약국,"서울특별시 성북구 종암로 78, 1층 (종암동)",02-913-7516
성북월드팜약국,"서울특별시 성북구 화랑로19길 83, 1층 (장위동)",02-918-7972
성산약국,"서울특별시 성동구 고산자로 234, 7층 (행당동)",02-2294-8555
성산연세약국,"서울특별시 마포구 월드컵북로38길 14, 408호 (중동, 오윤빌딩)",02-374-3788
성산진약국,"서울특별시 마포구 월드컵북로38길 14, 3층(중동,오윤빌딩)",02-376-2639
성수서울숲약국,"서울특별시 성동구 왕십리로 114, 신한빌딩 103호 (성수동1가)",02-499-1164
성수약국,"서울특별시 성동구 아차산로 116, 1층 (성수동2가)",02-469-9886
성수오렌지약국,"서울특별시 성동구 아차산로7길 11, 1층 (성수동2가)",02-463-0711
성수온누리약국,서울특별시 관악구 은천로 105 (봉천동),02-882-1941
성수종로약국,서울특별시 성동구 아차산로7길 21 ,02-469-4928
성수햇살약국,"서울특별시 성동구 아차산로 120, 베델 플레이스 3층 302호 (성수동2가)",02-463-5657
성신약국,서울특별시 관악구 남부순환로 1728(봉천동),02-878-8350
성신필약국,"서울특별시 성북구 아리랑로 7-1, 동소문동근생 1층 (동소문동6가)",02-925-6100
성실약국,"서울특별시 은평구 갈현로11길 26, 지층 (구산동)",02-354-1388
성심바른약국,"서울특별시 영등포구 신길로 18, 103호 (신길동)",02-835-1106
성심약국,서울특별시 강남구 개포로 223,02-3463-0689
성심약국,"서울특별시 구로구 경인로20길 6, 포스시티 104호 (오류동)",02-2687-1489
성심약국,"서울특별시 종로구 지봉로 61, 1층 (창신동)",02-743-2062
성심약국,"서울특별시 관악구 봉천로 227, 107호 &#40;봉천동&#41;",02-889-9395
성심약국,"서울특별시 마포구 독막로 266 105호 (대흥동, 대흥동태영아파트)",02-707-3300
성심약국,"서울특별시 송파구 마천로 190 (오금동, 청전빌딩 104호)",02-404-7341
성심약국,서울특별시 양천구 목동중앙북로 128,02-2643-9211
성심약국,서울특별시 강남구 개포로 223  (개포동),02-3463-0689
성심온누리약국,"서울특별시 노원구 석계로 49 (월계동, 현대아파트 주상가 122호)",02-943-1651
성약국,서울특별시 동작구 상도로15길 143 (상도동),02-815-8313
성우당약국,서울특별시 서대문구 연희로 114,02-334-2968
성우약국,"서울특별시 영등포구 여의대로 24, 전국경제인연합회회관 지하1층 114-2호 (여의도동)",02-718-1454
성운약국,"서울특별시 영등포구 여의나루로 53-1, 대오빌딩 지하1층 103호 (여의도동)",050-71390-8326
성원큰사랑약국,"서울특별시 송파구 송파대로28길 27, 102동 201호 (가락동, 송파성원쌍떼빌)",02-406-3555
성은약국,서울특별시 성동구 상원길 59  (성수동1가),02-497-0166
성은약국,"서울특별시 마포구 효창원로 255-1, 1층 (공덕동)",02-712-2209
성인약국,서울특별시 구로구 개봉로 9 (개봉동),02-2682-2643
성일약국,"서울특별시 강남구 압구정로 160, 제성빌딩 3층 301호 (신사동)",02-546-3906
성재약국,"서울특별시 중랑구 사가정로45길 41, (면목동)",02-434-6715
성조약국,서울특별시 송파구 동남로 136 (문정동),02-407-1569
성지약국,"서울특별시 마포구 동교로 181, (동교동)",02-333-4254
성지약국,"서울특별시 강남구 강남대로106길 9, 3층 (역삼동)",050-71492-0319
성지약국,서울특별시 서초구 방배로 268,02-537-1086
성지옵티마약국,"서울특별시 중랑구 공릉로12가길 52, (묵동)",02-972-9890
성진약국,서울특별시 광진구 면목로 203,02-432-4948
성진약국,서울특별시 종로구 창경궁로 271-1 (혜화동),02-762-2211
성혜약국,서울특별시 강서구 강서로5나길 109  (화곡동),02-2603-1972
성환약국,"서울특별시 은평구 진흥로1길 23, (역촌동)",02-355-8374
세검정온누리약국,"서울특별시 종로구 세검정로6길 104, 1층 (신영동)",02-394-3949
세계로메디칼약국,"서울특별시 송파구 위례서로 248, 지하1층 L07, L08, L09호 (거여동)",02-404-1275
세계로약국,서울특별시 마포구 월드컵북로 347  (상암동),02-373-0343
세계로약국,"서울특별시 종로구 우정국로 36, 1층 (공평동)",02-737-3338
세계로약국,"서울특별시 동작구 상도로 206, 101호 (상도동)",02-814-6220
세계로약국,서울특별시 성북구 화랑로40길 54 (석관동),02-962-5446
세계로약국,"서울특별시 강북구 도봉로 253, 서울메디칼빌딩 (수유동)",02-985-0502
세계로약국,서울특별시 은평구 불광로 54 (불광동),02-355-0513
세계로약국,"서울특별시 서초구 동작대로 38, (방배동)",02-3474-2599
세계로약국,"서울특별시 노원구 상계로 119, (상계동)",02-951-7274
세계로약국,"서울특별시 중랑구 동일로 775, 그린빌딩 1층 (중화동)",02-432-3284
세계로약국,서울특별시 송파구 거마로 66 (마천동),02-402-0067
세계로온누리약국,서울특별시 구로구 경인로 643,02-2631-7351
세계로온누리약국,"서울특별시 광진구 아차산로 219, 삼영빌딩 1층 (화양동)",02-466-0253
세계약국,서울특별시 용산구 원효로53길 1  (원효로2가),02-703-4649
세계약국,"서울특별시 중구 남대문로 지하72, 명동지하쇼핑센터 바-2호 (남대문로2가)",02-776-8000
세곡리엔약국,서울특별시 강남구 헌릉로570길 34,02-445-8604
세곡온누리약국,"서울특별시 강남구 헌릉로569길 27, 2층 (세곡동)",070-8828-7963
세광약국,서울특별시 동대문구 왕산로 171 (제기동),02-962-8989
세란약국,서울특별시 광진구 천호대로 635,02-455-0789
세란약국,서울특별시 관악구 남부순환로161가길 26 (신림동),02-854-5925
세란약국,서울특별시 서대문구 연세로 39 (창천동),02-322-1239
세란온누리약국,"서울특별시 강서구 강서로 231, 208호 (화곡동, 우장산역 해링턴 타워)",02-2065-1103
세림약국,"서울특별시 동대문구 약령중앙로 17-1, 2층 (제기동)",02-2294-0071
세메론약국,"서울특별시 동작구 여의대방로44길 47 (대방동, 주공상가 101호)",02-825-6161
세명당약국,서울특별시 금천구 시흥대로 222 (시흥동),02-803-3481
세명약국,서울특별시 강남구 학동로 411  (청담동),02-540-0054
세명약국,서울특별시 마포구 마포대로 127,02-715-6290
세명약국,"서울특별시 구로구 오류로8길 16, 세명프라자 201호 (오류동)",02-2615-7570
세민약국,"서울특별시 종로구 자하문로7길 73, 101호 (누하동, 트라이빌)",02-739-8851
세브란스약국,서울특별시 동작구 동작대로25길 39 (사당동),02-593-1551
세브란스약국,"서울특별시 노원구 섬밭로 229 201호 (하계동, 극동,건영,벽산아파트)",02-974-3587
세브레스약국,서울특별시 용산구 대사관로 56 (한남동),02-798-3048
세븐약국,"서울특별시 서초구 서초대로 240 지하1층 B02호 (서초동, 서초동 동일하이빌)",02-598-7753
세븐약국,"서울특별시 강서구 마곡동로 61, 에이스프라자 403호 (마곡동)",02-2088-4850
세빛약국,"서울특별시 서대문구 응암로 64, 1층 (북가좌동)",02-6052-0333
세성심약국,서울특별시 영등포구 시흥대로187길 1 ,02-832-9144
세심약국,"서울특별시 성동구 마장로35길 76, 105-2 (마장동,현대아파트상가)",02-2282-5734
세양메디신약국,"서울특별시 양천구 목동남로4길 2, 2층 208-2호 (신정동, 세양청마루2차 주상복합)",02-2687-0322
세연약국,서울특별시 서대문구 연세로 50,02-364-6141
세영약국,서울특별시 관악구 남부순환로 1479 (신림동),02-856-2609
세영약국,서울특별시 광진구 뚝섬로27길 65 (자양동),02-464-3577
세영약국,서울특별시 관악구 남부순환로 1479  (신림동),02-856-2609
세왕약국,서울특별시 양천구 중앙로 235 (신정동),02-2603-7284
세원약국,"서울특별시 성북구 동소문로20가길 51 (동선동1가, 수국빌딩)",02-922-6060
세원약국,서울특별시 은평구 갈현로 8 (신사동),02-359-5643
세이브 약국,"서울특별시 관악구 난곡로 220, 1층 (신림동, 세이브마트)",02-855-6965
세이지약국,"서울특별시 서대문구 이화여대길 52, 지하4층 404호 (대현동, 이화여자대학교 ECC)",02-362-6582
세일약국,서울특별시 강북구 도봉로71길 34 (수유동),02-989-1682
세일약국,"서울특별시 노원구 섬밭로 201  (하계동, 시영아파트)",02-930-1199
세종로약국,"서울특별시 영등포구 여의대방로 197, (신길동)",02-846-0072
세종약국,서울특별시 성북구 보국문로 168 (정릉동),02-914-3685
세종약국,"서울특별시 광진구 능동로 209, 세종대학교 대양 AI센터 1층 (군자동)",02-466-5110
세종약국,"서울특별시 금천구 독산로 199, (독산동)",02-806-3224
세종약국,"서울특별시 종로구 세종대로23길 54, 세종빌딩 지하1층 130호 (당주동)",02-3210-2292
세종약국,"서울특별시 은평구 불광로 25, (대조동)",02-384-1545
세종약국,"서울특별시 관악구 난곡로 181, 성수빌딩 1층 (신림동)",02-861-5803
세진약국,"서울특별시 강남구 압구정로36길 12, 메디컬뱅크 1층 103호 (신사동)",02-545-8548
세진약국,서울특별시 구로구 개봉로 63  (개봉동),02-2060-0875
세진약국,서울특별시 서초구 서초중앙로 125 (서초동) ,02-533-3528
세코아약국,서울특별시 강남구 논현로 503 송촌빌딩 703-1호 (역삼동),02-552-6861
세화당약국,서울특별시 중랑구 중랑역로 21  (중화동),02-434-8794
세화약국,"서울특별시 동작구 상도로 58, 1층 102호 (대방동, 올리브빌딩)",0269563233
세화약국,"서울특별시 서초구 신반포로 100, 406호 (반포동, 래미안퍼스티지신반포역상가)",02-3478-9656
세화온누리약국,서울특별시 강북구 도봉로77길 6  (수유동),02-988-2552
센느약국,"서울특별시 강남구 강남대로 516, 101호 (논현동)",02-540-0994
센터온누리약국,"서울특별시 광진구 능동로 420, (중곡동)",02-461-1045
센트럴약국,"서울특별시 서초구 방배로 83, 2층 (방배동)",02-525-1731
센트럴약국,"서울특별시 강동구 고덕로80길 123, 고덕센트럴아이파크아파트(상가A동) 2층 206호 (상일제1동)",02-428-2123
센트럴약국,"서울특별시 노원구 노해로 507, 와우쇼핑몰 3층 309호 (상계동)",02-939-2001
센트럴약국,서울특별시 강남구 봉은사로 211 ,02-549-1210
센트럴약국,"서울특별시 중랑구 동일로92길 40, 2층 204호 (면목동, 사가정센트럴아이파크)",02-434-9460
셀럽약국,"서울특별시 송파구 올림픽로 145, 리센츠 2층 2A29호 (잠실동)",02-6349-0529
셀메드 1층엔약국,"서울특별시 은평구 통일로 741-1 (대조동, Das Haus)",02-382-1080
셀메드 4층 다나약국,"서울특별시 관악구 관악로 195, 4층 408호 (봉천동, 관악위버폴리스)",02-878-9529
셀메드 쌍문상록수약국,"서울특별시 도봉구 해등로26길 7 (쌍문동, 우진빌딩 110,116호)",02-990-0600
셀메드 좋은약국,"서울특별시 중구 다산로 114-8, 1층 (신당동)",02-2252-1621
셀메드 창희약국,"서울특별시 노원구 한글비석로 253, 세신프라자빌딩 4층 405호 일부호 (중계동)",02-938-3827
셀메드금천이화약국,"서울특별시 금천구 독산로 142 (시흥동, 덕산빌딩)",02-895-8859
셀메드믿음약국,서울특별시 성북구 돌곶이로 45 (석관동),02-963-3249
셀메드새롬약국,서울특별시 양천구 오목로 70 (신월동),02-2606-2806
셀메드수약국,"서울특별시 서초구 효령로25길 28, 이레힐 1층 101호 (방배동)",02-525-5339
셀메드스카이약국,"서울특별시 성동구 뚝섬로1길 53-1, 1층 (성수동1가)",02-467-0301
셀메드이화약국,서울특별시 은평구 응암로22길 22 (응암동),02-302-1783
셀메드필약국,"서울특별시 중구 필동로 14, 민성빌딩 1층 (필동2가)",02-2268-7552
셀메드행복한약국,"서울특별시 송파구 송파대로 345, 상가1A동 1045호 (가락동, 헬리오시티)",02-449-1190
셀약국,"서울특별시 마포구 양화로 72, 1층 118호 (서교동)",02-337-7959
소나무약국,"서울특별시 마포구 월드컵북로 402, 케이지아이티센터 102호 (상암동)",02-6393-5567
소나무약국,서울특별시 강남구 개포로 220,02-572-6409
소나무약국,"서울특별시 영등포구 신길로 150-1, 1층 (신길동)",02-6674-0071
소나무약국,서울특별시 송파구 중대로 80  (문정동),02-402-4701
